"","X.1","Exp","DistC","DistN","BarC","BarN","CalleC","CalleN","PC","DiaSN","DiaSn","DiaTipo","Ano","Mesn","MesN","Dia","Turno","Hora","Causa","Veh","Sexo","Edad","PersT","Sit","Vict","X","Y","Long","Lat"
"1098",1098,"2017S000940    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",245802,"París","0007 0007","Divendres","Dv","Laboral",2017,2,"Febrer",3,"Tarda",18,"No és causa del  vianant","Motocicleta","Home","45","Conductor","Presentado","Ferit lleu",428465.08,4582196.98,"2.143285","41.386268"
"1099",1099,"2017S000941    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes","0734 0734","Divendres","Dv","Laboral",2017,2,"Febrer",3,"Tarda",18,"No és causa del  vianant","Motocicleta","Home","51","Conductor","Presentado","Ferit lleu",431441,4583354.28,"2.178745","41.396957"
"1100",1100,"2017S000942    ",9,"Sant Andreu",61,"la Sagrera",246500,"Mossèn Juliana","0011 0011","Divendres","Dv","Laboral",2017,2,"Febrer",3,"Tarda",17,"No és causa del  vianant","Bicicleta","Home","13","Conductor","Presentado","Ferit lleu",432399.84,4586253.52,"2.189879","41.423149"
"1101",1101,"2017S000943    ",9,"Sant Andreu",60,"Sant Andreu",220007,"Montsec","0004 0004","Divendres","Dv","Laboral",2017,2,"Febrer",3,"Tarda",17,"No és causa del  vianant","Motocicleta","Home","20","Conductor","Presentado","Ferit lleu",432296.26,4587371,"2.188522","41.433209"
"1102",1102,"2017S000944    ",10,"Sant Martí",72,"Sant Martí de Provençals",15201,"Andrade","0191 0191","Divendres","Dv","Laboral",2017,2,"Febrer",3,"Tarda",20,"Creuar per fora pas de vianants","Turismo","Home","39","Vianant","Desconegut","Ferit lleu",433503.59,4585631.56,"2.203158","41.417639"
"1103",1103,"2017S000946    ",10,"Sant Martí",68,"el Poblenou",701498,"B-10 (Besòs)","000730000","Divendres","Dv","Laboral",2017,2,"Febrer",3,"Tarda",21,"No és causa del  vianant","Motocicleta","Home","28","Conductor","Presentado","Ferit lleu",433904.9,4583333.52,"2.208208","41.396974"
"1104",1104,"2017S000947    ",2,"Eixample",7,"la Dreta de l'Eixample",289105,"Rosselló","0242 0242","Divendres","Dv","Laboral",2017,2,"Febrer",3,"Tarda",21,"No és causa del  vianant","Motocicleta","Dona","21","Passatger","Desconegut","Ferit lleu",429985.56,4583283.85,"2.161337","41.396192"
"1105",1105,"2017S000947    ",2,"Eixample",7,"la Dreta de l'Eixample",289105,"Rosselló","0242 0242","Divendres","Dv","Laboral",2017,2,"Febrer",3,"Tarda",21,"No és causa del  vianant","Motocicleta","Dona","24","Conductor","Presentado","Ferit lleu",429985.56,4583283.85,"2.161337","41.396192"
"1106",1106,"2017S000948    ",4,"Les Corts",19,"les Corts",138802,"Galileu","0254 0254","Divendres","Dv","Laboral",2017,2,"Febrer",3,"Nit",22,"No és causa del  vianant","Ciclomotor","Home","21","Conductor","Presentado","Ferit lleu",427586.8,4581819.99,"2.132818","41.382794"
"1107",1107,"2017S000950    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",169103,"Jorge Manrique","0022S0022S","Dissabte","Ds","Laboral",2017,2,"Febrer",4,"Matí",9,"No és causa del  vianant","Motocicleta","Home","16","Passatger","Desconegut","Ferit lleu",428907.59,4587267.58,"2.147975","41.43198"
"1108",1108,"2017S000950    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",169103,"Jorge Manrique","0022S0022S","Dissabte","Ds","Laboral",2017,2,"Febrer",4,"Matí",9,"No és causa del  vianant","Motocicleta","Home","48","Conductor","Presentado","Ferit lleu",428907.59,4587267.58,"2.147975","41.43198"
"1109",1109,"2017S000951    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",89004,"Consell de Cent","0073 0075","Dissabte","Ds","Laboral",2017,2,"Febrer",4,"Matí",12,"Desobeir el senyal del semàfor","Bicicleta","Home","32","Conductor","Presentado","Ferit lleu",428985.8,4581397.06,"2.149598","41.379118"
"1110",1110,"2017S000951    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",89004,"Consell de Cent","0073 0075","Dissabte","Ds","Laboral",2017,2,"Febrer",4,"Matí",12,"Desobeir el senyal del semàfor","Bicicleta","Home","66","Vianant","Desconegut","Ferit lleu",428985.8,4581397.06,"2.149598","41.379118"
"1111",1111,"2017S000952    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",285807,"Rocafort","0234 0234","Dissabte","Ds","Laboral",2017,2,"Febrer",4,"Matí",11,"No és causa del  vianant","Motocicleta","Home","39","Conductor","Presentado","Ferit lleu",428648.94,4582083.79,"2.145487","41.385266"
"1112",1112,"2017S000953    ",10,"Sant Martí",70,"el Besòs i el Maresme",270107,"Puigcerdà","0109 0109","Dissabte","Ds","Laboral",2017,2,"Febrer",4,"Matí",13,"No és causa del  vianant","Turismo","Dona","35","Conductor","Presentado","Ferit lleu",434191.62,4585187.63,"2.211439","41.413696"
"1113",1113,"2017S000954    ",10,"Sant Martí",70,"el Besòs i el Maresme",195409,"Maresme","0080 0080","Dissabte","Ds","Laboral",2017,2,"Febrer",4,"Tarda",14,"No és causa del  vianant","Turismo","Dona","6","Vianant","Desconegut","Ferit lleu",434347.11,4585252.18,"2.213298","41.414295"
"1114",1114,"2017S000955    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",701498,"B-10 (Besòs)","0023S0000","Dissabte","Ds","Laboral",2017,2,"Febrer",4,"Tarda",14,"No és causa del  vianant","Motocicleta","Home","31","Conductor","Presentado","Ferit lleu",433339.26,4582749.76,"2.201514","41.391668"
"1115",1115,"2017S000956    ",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",366909,"Vista-rica","0012 0012","Dissabte","Ds","Laboral",2017,2,"Febrer",4,"Tarda",16,"No és causa del  vianant","Turismo","Dona","30","Conductor","Presentado","Ferit lleu",426826.55,4586787.39,"2.123129","41.427469"
"1116",1116,"2017S000956    ",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",366909,"Vista-rica","0012 0012","Dissabte","Ds","Laboral",2017,2,"Febrer",4,"Tarda",16,"No és causa del  vianant","Turismo","Dona","31","Passatger","Desconegut","Ferit lleu",426826.55,4586787.39,"2.123129","41.427469"
"1117",1117,"2017S000956    ",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",366909,"Vista-rica","0012 0012","Dissabte","Ds","Laboral",2017,2,"Febrer",4,"Tarda",16,"No és causa del  vianant","Turismo","Home","26","Conductor","Presentado","Ferit lleu",426826.55,4586787.39,"2.123129","41.427469"
"1118",1118,"2017S000957    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0399 0399","Dissabte","Ds","Laboral",2017,2,"Febrer",4,"Tarda",19,"No és causa del  vianant","Motocicleta","Dona","21","Passatger","Desconegut","Ferit lleu",429111.77,4581146.81,"2.151134","41.376868"
"1119",1119,"2017S000957    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0399 0399","Dissabte","Ds","Laboral",2017,2,"Febrer",4,"Tarda",19,"No és causa del  vianant","Motocicleta","Home","25","Conductor","Presentado","Ferit lleu",429111.77,4581146.81,"2.151134","41.376868"
"1120",1120,"2017S000958    ",10,"Sant Martí",72,"Sant Martí de Provençals",115603,"Espronceda","0214 0222","Dissabte","Ds","Laboral",2017,2,"Febrer",4,"Tarda",20,"Creuar per fora pas de vianants","Turismo","Home","80","Vianant","Desconegut","Ferit lleu",432939.79,4584967.42,"2.196484","41.411611"
"1121",1121,"2017S000959    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0053 0053","Dissabte","Ds","Laboral",2017,2,"Febrer",4,"Tarda",19,"Transitar a peu per la calçada","Turismo","Home","11","Vianant","Desconegut","Ferit lleu",427153.29,4581823.41,"2.12764","41.382791"
"1122",1122,"2017S000960    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",289105,"Rosselló","0126 0126","Dissabte","Ds","Laboral",2017,2,"Febrer",4,"Tarda",20,"No és causa del  vianant","Motocicleta","Home","31","Conductor","Presentado","Ferit lleu",429303.92,4582613.75,"2.153258","41.390098"
"1123",1123,"2017S000961    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",55603,"Calvet","0017 0017","Dissabte","Ds","Laboral",2017,2,"Febrer",4,"Nit",22,"No és causa del  vianant","Ciclomotor","Home","28","Conductor","Presentado","Ferit lleu",428539.77,4583066.6,"2.144067","41.39411"
"1124",1124,"2017S000962    ",10,"Sant Martí",72,"Sant Martí de Provençals",322506,"Selva del Camp","0006X0006X","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Nit",0,"No és causa del  vianant","Ciclomotor","Home","22","Conductor","Presentado","Ferit lleu",432942.6,4586022.22,"2.196403","41.421114"
"1125",1125,"2017S000963    ",1,"Ciutat Vella",1,"el Raval",21306,"Arc del Teatre","0013 0013","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Nit",3,"No és causa del  vianant","Motocicleta","Home","18","Conductor","Presentado","Ferit lleu",431075.17,4581208.14,"2.174611","41.377597"
"1126",1126,"2017S000964    ",2,"Eixample",7,"la Dreta de l'Eixample",289105,"Rosselló","0258 0258","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Nit",2,"No és causa del  vianant","Motocicleta","Dona","29","Passatger","Desconegut","Ferit lleu",430073.79,4583370.88,"2.16238","41.396983"
"1127",1127,"2017S000964    ",2,"Eixample",7,"la Dreta de l'Eixample",289105,"Rosselló","0258 0258","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Nit",2,"No és causa del  vianant","Motocicleta","Home","30","Conductor","Presentado","Ferit lleu",430073.79,4583370.88,"2.16238","41.396983"
"1128",1128,"2017S000965    ",2,"Eixample",7,"la Dreta de l'Eixample",289105,"Rosselló","0258 0258","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Nit",3,"No és causa del  vianant","Ciclomotor","Dona","27","Conductor","Presentado","Ferit lleu",430073.79,4583370.88,"2.16238","41.396983"
"1129",1129,"2017S000967    ",6,"Gràcia",28,"Vallcarca i els Penitents",116901,"Esteve Terradas","0077 0077","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Matí",11,"No és causa del  vianant","Motocicleta","Home","45","Conductor","Presentado","Ferit lleu",428185.21,4585382.16,"2.139558","41.414938"
"1130",1130,"2017S000968    ",1,"Ciutat Vella",2,"el Barri Gòtic",71701,"Caçador","0008 0008","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Matí",12,"No és causa del  vianant","Motocicleta","Dona","34","Conductor","Presentado","Ferit lleu",431468.16,4581802.38,"2.179243","41.382981"
"1131",1131,"2017S000969    ",4,"Les Corts",21,"Pedralbes",172006,"Trias i Giró","0015 0015","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Matí",12,"No és causa del  vianant","Motocicleta","Home","27","Conductor","Presentado","Ferit lleu",425951.68,4582233.32,"2.113216","41.386373"
"1132",1132,"2017S000970    ",2,"Eixample",7,"la Dreta de l'Eixample",86006,"Concepció","0007 0009","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Matí",13,"No és causa del  vianant","Motocicleta","Home","31","Conductor","Presentado","Ferit lleu",429891.13,4583107.12,"2.160234","41.394599"
"1133",1133,"2017S000971    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",315806,"Santa Fe de Nou Mèxic","0009 0009","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Matí",13,"No és causa del  vianant","Taxi","Dona","36","Passatger","Desconegut","Ferit lleu",427885.43,4583082.4,"2.136243","41.394196"
"1134",1134,"2017S000971    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",315806,"Santa Fe de Nou Mèxic","0009 0009","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Matí",13,"No és causa del  vianant","Taxi","Home","44","Conductor","Presentado","Ferit lleu",427885.43,4583082.4,"2.136243","41.394196"
"1135",1135,"2017S000971    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",315806,"Santa Fe de Nou Mèxic","0009 0009","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Matí",13,"No és causa del  vianant","Turismo","Dona","62","Conductor","Presentado","Ferit lleu",427885.43,4583082.4,"2.136243","41.394196"
"1136",1136,"2017S000972    ",1,"Ciutat Vella",1,"el Raval",21306,"Arc del Teatre","0008 0008","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Tarda",14,"No és causa del  vianant","Motocicleta","Dona","44","Conductor","Presentado","Ferit lleu",431085.55,4581242.19,"2.174727","41.377904"
"1137",1137,"2017S000973    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0241 0243","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Tarda",16,"No és causa del  vianant","Turismo","Dona","47","Passatger","Desconegut","Ferit lleu",430084.79,4582666.93,"2.162593","41.390643"
"1138",1138,"2017S000973    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0241 0243","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Tarda",16,"No és causa del  vianant","Turismo","Home","51","Conductor","Presentado","Ferit lleu",430084.79,4582666.93,"2.162593","41.390643"
"1139",1139,"2017S000975    ",2,"Eixample",7,"la Dreta de l'Eixample",145003,"Girona","0082 0082","Dimarts","Dm","Laboral",2017,1,"Gener",31,"Matí",11,"No és causa del  vianant","Motocicleta","Home","24","Conductor","Presentado","Ferit lleu",430743.11,4583198.57,"2.170414","41.395492"
"1140",1140,"2017S000976    ",8,"Nou Barris",51,"Verdun",361508,"Viladrosa","0141 0141","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Tarda",17,"No és causa del  vianant","Motocicleta","Home","43","Conductor","Presentado","Ferit lleu",431418.45,4588680.39,"2.177865","41.444924"
"1141",1141,"2017S000977    ",8,"Nou Barris",47,"Can Peguera",363004,"Vila-seca","0066 0066","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Tarda",21,"No és causa del  vianant","Bicicleta","Home","16","Conductor","Presentado","Ferit lleu",430438.86,4587549.06,"2.166265","41.434654"
"1142",1142,"2017S000978    ",2,"Eixample",10,"Sant Antoni",87009,"Comte Borrell","0082I0082I","Diumenge","Dg","Laboral",2017,2,"Febrer",5,"Tarda",21,"No és causa del  vianant","Turismo","Dona","24","Passatger","Desconegut","Ferit lleu",429830.77,4581499.54,"2.15969","41.380111"
"1143",1143,"2017S000980    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0099 0099","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",7,"No és causa del  vianant","Motocicleta","Home","17","Conductor","Presentado","Ferit lleu",427082.07,4582281.06,"2.126736","41.386909"
"1144",1144,"2017S000981    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701351,"Longitudinal 11","0050 0050","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",7,"No és causa del  vianant","Turismo","Dona","34","Conductor","Presentado","Ferit lleu",426652.37,4575944.73,"2.12236","41.329795"
"1145",1145,"2017S000981    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701351,"Longitudinal 11","0050 0050","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",7,"No és causa del  vianant","Turismo","Dona","37","Conductor","Presentado","Ferit lleu",426652.37,4575944.73,"2.12236","41.329795"
"1146",1146,"2017S000981    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701351,"Longitudinal 11","0050 0050","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",7,"No és causa del  vianant","Turismo","Home","36","Conductor","Presentado","Ferit lleu",426652.37,4575944.73,"2.12236","41.329795"
"1147",1147,"2017S000982    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",110009,"Ramon Turró","0413 0413","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",7,"No és causa del  vianant","Bicicleta","Dona","22","Conductor","Presentado","Ferit lleu",434383.83,4584536.55,"2.213807","41.407849"
"1148",1148,"2017S000983    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",155109,"Lázaro Cárdenas","0002 0002","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",8,"No és causa del  vianant","Autobús","Dona","2","Passatger","Desconegut","Ferit lleu",427881.38,4583311.21,"2.136168","41.396258"
"1149",1149,"2017S000983    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",155109,"Lázaro Cárdenas","0002 0002","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",8,"No és causa del  vianant","Autobús","Dona","40","Passatger","Desconegut","Ferit lleu",427881.38,4583311.21,"2.136168","41.396258"
"1150",1150,"2017S000983    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",155109,"Lázaro Cárdenas","0002 0002","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",8,"No és causa del  vianant","Autobús","Dona","41","Passatger","Desconegut","Ferit lleu",427881.38,4583311.21,"2.136168","41.396258"
"1151",1151,"2017S000984    ",3,"Sants-Montjuïc",18,"Sants",172403,"Joan Güell","0032 0032","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",9,"No és causa del  vianant","Ciclomotor","Home","35","Conductor","Presentado","Ferit lleu",427676.29,4581257.6,"2.133962","41.37774"
"1152",1152,"2017S000985    ",4,"Les Corts",19,"les Corts",330901,"Taquígraf Serra","0009 0009","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",7,"No és causa del  vianant","Autobús","Dona","51","Passatger","Desconegut","Ferit lleu",428116.67,4582195.35,"2.139112","41.386228"
"1153",1153,"2017S000986    ",4,"Les Corts",21,"Pedralbes",24701,"Arnús i de Garí","0001 0005","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",10,"No és causa del  vianant","Turismo","Home","34","Passatger","Desconegut","Ferit lleu",425383.76,4583050.31,"2.106322","41.393679"
"1154",1154,"2017S000986    ",4,"Les Corts",21,"Pedralbes",24701,"Arnús i de Garí","0001 0005","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",10,"No és causa del  vianant","Turismo","Home","60","Conductor","Presentado","Ferit lleu",425383.76,4583050.31,"2.106322","41.393679"
"1155",1155,"2017S000987    ",9,"Sant Andreu",57,"la Trinitat Vella",267850,"Tossal","0020 0020","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",8,"No és causa del  vianant","Turismo","Dona","32","Conductor","Presentado","Ferit lleu",432585.83,4589075.56,"2.19179","41.448581"
"1156",1156,"2017S000987    ",9,"Sant Andreu",57,"la Trinitat Vella",267850,"Tossal","0020 0020","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",8,"No és causa del  vianant","Turismo","Dona","38","Conductor","Presentado","Ferit lleu",432585.83,4589075.56,"2.19179","41.448581"
"1157",1157,"2017S000988    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",87508,"Comte de Sert","0021 0021","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",8,"No és causa del  vianant","Motocicleta","Home","21","Conductor","Presentado","Ferit lleu",427756.69,4585495.82,"2.134412","41.415917"
"1158",1158,"2017S000989    ",4,"Les Corts",21,"Pedralbes",101700,"Doctor Ferran","0049X0049X","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",10,"No és causa del  vianant","Bicicleta","Dona","36","Vianant","Desconegut","Ferit lleu",426836.82,4582678.07,"2.123746","41.390462"
"1159",1159,"2017S000990    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0258 0258","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",12,"No és causa del  vianant","Motocicleta","Home","76","Conductor","Presentado","Ferit lleu",429780.58,4582893.68,"2.158931","41.392661"
"1160",1160,"2017S000991    ",7,"Horta-Guinardó",43,"Horta",349105,"Universal","0066 0068","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",12,"No és causa del  vianant","Turismo","Dona","40","Conductor","Presentado","Ferit lleu",429941.89,4587969.86,"2.160268","41.438393"
"1161",1161,"2017S000991    ",7,"Horta-Guinardó",43,"Horta",349105,"Universal","0066 0068","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",12,"No és causa del  vianant","Turismo","Dona","40","Passatger","Desconegut","Ferit lleu",429941.89,4587969.86,"2.160268","41.438393"
"1162",1162,"2017S000991    ",7,"Horta-Guinardó",43,"Horta",349105,"Universal","0066 0068","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",12,"No és causa del  vianant","Turismo","Dona","73","Passatger","Desconegut","Ferit lleu",429941.89,4587969.86,"2.160268","41.438393"
"1163",1163,"2017S000991    ",7,"Horta-Guinardó",43,"Horta",349105,"Universal","0066 0068","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",12,"No és causa del  vianant","Turismo","Home","81","Conductor","Presentado","Ferit lleu",429941.89,4587969.86,"2.160268","41.438393"
"1164",1164,"2017S000992    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",149004,"Granados","0009 0009","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Matí",13,"No és causa del  vianant","Motocicleta","Home","59","Conductor","Presentado","Ferit lleu",426305.57,4584376.98,"2.117188","41.405707"
"1165",1165,"2017S000994    ",7,"Horta-Guinardó",42,"la Clota",179901,"Lisboa","0148 0148","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Tarda",14,"No és causa del  vianant","Motocicleta","Home","25","Conductor","Presentado","Ferit lleu",429204.4,4586654.37,"2.151601","41.426485"
"1166",1166,"2017S000996    ",8,"Nou Barris",45,"Porta",8206,"Alella","0023 0023","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Tarda",14,"No és causa del  vianant","Motocicleta","Home","23","Conductor","Presentado","Ferit lleu",431536.65,4587176.84,"2.179448","41.431389"
"1167",1167,"2017S000997    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",50803,"Buenaventura Muñoz","0021 0021","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Tarda",16,"No és causa del  vianant","Motocicleta","Home","44","Conductor","Presentado","Ferit lleu",431937.4,4582767.41,"2.184744","41.391712"
"1168",1168,"2017S000998    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700662,"Salvador Espriu","0017 0017","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Tarda",16,"No és causa del  vianant","Ciclomotor","Dona","22","Conductor","Presentado","Ferit lleu",432797.9,4582316.03,"2.19508","41.387723"
"1169",1169,"2017S000998    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700662,"Salvador Espriu","0017 0017","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Tarda",16,"No és causa del  vianant","Motocicleta","Home","50","Conductor","Presentado","Ferit lleu",432797.9,4582316.03,"2.19508","41.387723"
"1170",1170,"2017S000999    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",206505,"Major de Sarrià","0174 0174","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Tarda",16,"No és causa del  vianant","Turismo","Dona","43","Conductor","Presentado","Ferit lleu",426524.83,4583940.8,"2.119861","41.4018"
"1171",1171,"2017S001000    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",90502,"Còrsega","0237 0237","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Tarda",18,"No és causa del  vianant","Bicicleta","Home","6","Vianant","Desconegut","Ferit lleu",429317.64,4582845.62,"2.153399","41.392189"
"1172",1172,"2017S001001    ",3,"Sants-Montjuïc",17,"Sants - Badal",30704,"Badal","0004 0004","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Tarda",18,"No és causa del  vianant","Bicicleta","Home","26","Conductor","Presentado","Ferit lleu",427435.76,4580614.78,"2.131157","41.371927"
"1173",1173,"2017S001002    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",23403,"Aribau","0002 0002","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Tarda",19,"No és causa del  vianant","Motocicleta","Home","29","Conductor","Presentado","Ferit lleu",430091.24,4582145.47,"2.162737","41.385952"
"1174",1174,"2017S001003    ",9,"Sant Andreu",60,"Sant Andreu",103706,"Doctor Santponç","0102 0102","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Tarda",19,"No és causa del  vianant","Motocicleta","Home","46","Conductor","Presentado","Ferit lleu",432801.03,4587237.43,"2.19458","41.432045"
"1175",1175,"2017S001004    ",10,"Sant Martí",72,"Sant Martí de Provençals",3406,"Agricultura","0292B0292B","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Tarda",20,"No és causa del  vianant","Motocicleta","Dona","31","Conductor","Presentado","Ferit greu",433147.32,4585904.26,"2.198869","41.420068"
"1176",1176,"2017S001004    ",10,"Sant Martí",72,"Sant Martí de Provençals",3406,"Agricultura","0292B0292B","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Tarda",20,"No és causa del  vianant","Turismo","Dona","3","Passatger","Desconegut","Ferit lleu",433147.32,4585904.26,"2.198869","41.420068"
"1177",1177,"2017S001004    ",10,"Sant Martí",72,"Sant Martí de Provençals",3406,"Agricultura","0292B0292B","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Tarda",20,"No és causa del  vianant","Turismo","Dona","33","Passatger","Desconegut","Ferit lleu",433147.32,4585904.26,"2.198869","41.420068"
"1178",1178,"2017S001004    ",10,"Sant Martí",72,"Sant Martí de Provençals",3406,"Agricultura","0292B0292B","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Tarda",20,"No és causa del  vianant","Turismo","Home","36","Conductor","Presentado","Ferit lleu",433147.32,4585904.26,"2.198869","41.420068"
"1179",1179,"2017S001004    ",10,"Sant Martí",72,"Sant Martí de Provençals",3406,"Agricultura","0292B0292B","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Tarda",20,"No és causa del  vianant","Turismo","Home","6","Passatger","Desconegut","Ferit lleu",433147.32,4585904.26,"2.198869","41.420068"
"1180",1180,"2017S001005    ",3,"Sants-Montjuïc",11,"el Poble-sec",353306,"Vallhonrat","0007 0007","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Tarda",20,"No és causa del  vianant","Motocicleta","Home","23","Conductor","Presentado","Ferit lleu",429636.69,4580882.45,"2.157442","41.374536"
"1181",1181,"2017S001006    ",2,"Eixample",5,"el Fort Pienc",238400,"Padilla","0159 0159","Dilluns","Dl","Laboral",2017,2,"Febrer",6,"Tarda",20,"No és causa del  vianant","Motocicleta","Home","41","Conductor","Presentado","Ferit lleu",432034.88,4583579.6,"2.185812","41.399034"
"1182",1182,"2017S001007    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",100708,"Arístides Maillol","0001X0001X","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Nit",0,"No és causa del  vianant","Motocicleta","Home","25","Conductor","Presentado","Ferit lleu",426575.32,4581323.08,"2.120788","41.378235"
"1183",1183,"2017S001008    ",2,"Eixample",10,"Sant Antoni",127704,"Floridablanca","0101 0101","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Nit",5,"No és causa del  vianant","Turismo","Home","34","Conductor","Presentado","Ferit lleu",429898.04,4581500.85,"2.160503","41.380125"
"1184",1184,"2017S001008    ",2,"Eixample",10,"Sant Antoni",127704,"Floridablanca","0101 0101","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Nit",5,"No és causa del  vianant","Turismo","Home","37","Passatger","Desconegut","Ferit lleu",429898.04,4581500.85,"2.160503","41.380125"
